id;period;day;month;year;weekday
12655;EM HORA INCERTA;17;5;2010;monday
12656;EM HORA INCERTA;17;6;2013;monday
12657;EM HORA INCERTA;17;6;2019;monday
12658;EM HORA INCERTA;17;7;2017;monday
12659;EM HORA INCERTA;17;8;2015;monday
12660;EM HORA INCERTA;17;9;2012;monday
12661;EM HORA INCERTA;17;9;2018;monday
12662;EM HORA INCERTA;17;10;2011;monday
12663;EM HORA INCERTA;17;10;2016;monday
12664;EM HORA INCERTA;17;11;1969;monday
12665;EM HORA INCERTA;17;11;2014;monday
12666;EM HORA INCERTA;17;12;2012;monday
12667;EM HORA INCERTA;17;12;2018;monday
12668;EM HORA INCERTA;18;1;2016;monday
12669;EM HORA INCERTA;18;2;2013;monday
12670;EM HORA INCERTA;18;2;2019;monday
12671;EM HORA INCERTA;18;3;2013;monday
12672;EM HORA INCERTA;18;3;2019;monday
12673;EM HORA INCERTA;18;4;2011;monday
12674;EM HORA INCERTA;18;4;2016;monday
12675;EM HORA INCERTA;18;5;2015;monday
12676;EM HORA INCERTA;18;6;2012;monday
12677;EM HORA INCERTA;18;6;2018;monday
12678;EM HORA INCERTA;18;7;2011;monday
12679;EM HORA INCERTA;18;7;2016;monday
12680;EM HORA INCERTA;18;8;2014;monday
12681;EM HORA INCERTA;18;9;2017;monday
12682;EM HORA INCERTA;18;11;2013;monday
12683;EM HORA INCERTA;18;12;2017;monday
12684;EM HORA INCERTA;19;1;2015;monday
12685;EM HORA INCERTA;19;2;2018;monday
12686;EM HORA INCERTA;19;3;2012;monday
12687;EM HORA INCERTA;19;3;2018;monday
12688;EM HORA INCERTA;19;5;2014;monday
12689;EM HORA INCERTA;19;6;2017;monday
12690;EM HORA INCERTA;19;7;1993;monday
12691;EM HORA INCERTA;19;8;2013;monday
12692;EM HORA INCERTA;19;9;2011;monday
12693;EM HORA INCERTA;19;9;2016;monday
12694;EM HORA INCERTA;19;10;2015;monday
12695;EM HORA INCERTA;19;11;2012;monday
12696;EM HORA INCERTA;19;11;2018;monday
12697;EM HORA INCERTA;19;12;2011;monday
12698;EM HORA INCERTA;19;12;2016;monday
12699;EM HORA INCERTA;20;1;2014;monday
12700;EM HORA INCERTA;20;2;2012;monday
12701;EM HORA INCERTA;20;2;2017;monday
12702;EM HORA INCERTA;20;3;2006;monday
12703;EM HORA INCERTA;20;3;2017;monday
12704;EM HORA INCERTA;20;4;2015;monday
12705;EM HORA INCERTA;20;5;1963;monday
12706;EM HORA INCERTA;20;5;2013;monday
12707;EM HORA INCERTA;20;5;2019;monday
12708;EM HORA INCERTA;20;6;2011;monday
12709;EM HORA INCERTA;20;6;2016;monday
12710;EM HORA INCERTA;20;7;1992;monday
12711;EM HORA INCERTA;20;7;2015;monday
12712;EM HORA INCERTA;20;8;2012;monday
12713;EM HORA INCERTA;20;8;2018;monday
12714;EM HORA INCERTA;20;10;1997;monday
12715;EM HORA INCERTA;20;10;2014;monday
12716;EM HORA INCERTA;20;11;2017;monday
12717;EM HORA INCERTA;20;12;2010;monday
12718;EM HORA INCERTA;21;1;2013;monday
12719;EM HORA INCERTA;21;1;2019;monday
12720;EM HORA INCERTA;21;2;2011;monday
12721;EM HORA INCERTA;21;3;2011;monday
12722;EM HORA INCERTA;21;3;2016;monday
12723;EM HORA INCERTA;21;4;2014;monday
12724;EM HORA INCERTA;21;5;2012;monday
12725;EM HORA INCERTA;21;5;2018;monday
12726;EM HORA INCERTA;21;7;2008;monday
12727;EM HORA INCERTA;21;7;2014;monday
12728;EM HORA INCERTA;21;8;2017;monday
12729;EM HORA INCERTA;21;9;2015;monday
12730;EM HORA INCERTA;21;10;2013;monday
12731;EM HORA INCERTA;21;11;2011;monday
12732;EM HORA INCERTA;21;11;2016;monday
12733;EM HORA INCERTA;21;12;2015;monday
12734;EM HORA INCERTA;22;1;2018;monday
12735;EM HORA INCERTA;22;2;2016;monday
12736;EM HORA INCERTA;22;4;1996;monday
12737;EM HORA INCERTA;22;4;2013;monday
12738;EM HORA INCERTA;22;4;2019;monday
12739;EM HORA INCERTA;22;5;2017;monday
12740;EM HORA INCERTA;22;6;2015;monday
12741;EM HORA INCERTA;22;7;2013;monday
12742;EM HORA INCERTA;22;7;2019;monday
12743;EM HORA INCERTA;22;8;2011;monday
12744;EM HORA INCERTA;22;8;2016;monday
12745;EM HORA INCERTA;22;9;2008;monday
12746;EM HORA INCERTA;22;9;2014;monday
12747;EM HORA INCERTA;22;10;2012;monday
12748;EM HORA INCERTA;22;10;2018;monday
12749;EM HORA INCERTA;22;12;2014;monday
12750;EM HORA INCERTA;23;1;2012;monday
12751;EM HORA INCERTA;23;1;2017;monday
12752;EM HORA INCERTA;23;2;2009;monday
12753;EM HORA INCERTA;23;2;2015;monday
12754;EM HORA INCERTA;23;3;2015;monday
12755;EM HORA INCERTA;23;4;2012;monday
12756;EM HORA INCERTA;23;4;2018;monday
12757;EM HORA INCERTA;23;5;2011;monday
12758;EM HORA INCERTA;23;5;2016;monday
12759;EM HORA INCERTA;23;6;2014;monday
12760;EM HORA INCERTA;23;7;2012;monday
12761;EM HORA INCERTA;23;7;2018;monday
12762;EM HORA INCERTA;23;9;2013;monday
12763;EM HORA INCERTA;23;10;2017;monday
12764;EM HORA INCERTA;23;11;2015;monday
12765;EM HORA INCERTA;23;12;2013;monday
12766;EM HORA INCERTA;24;1;2011;monday
12767;EM HORA INCERTA;24;2;1997;monday
12768;EM HORA INCERTA;24;2;2014;monday
12769;EM HORA INCERTA;24;3;2014;monday
12770;EM HORA INCERTA;24;4;2017;monday
12771;EM HORA INCERTA;24;6;2013;monday
12772;EM HORA INCERTA;24;6;2019;monday
12773;EM HORA INCERTA;24;7;2017;monday
12774;EM HORA INCERTA;24;8;2015;monday
12775;EM HORA INCERTA;24;9;2012;monday
12776;EM HORA INCERTA;24;9;2018;monday
12777;EM HORA INCERTA;24;10;1955;monday
12778;EM HORA INCERTA;24;10;2011;monday
12779;EM HORA INCERTA;24;10;2016;monday
12780;EM HORA INCERTA;24;11;2014;monday
12781;EM HORA INCERTA;24;12;2012;monday
12782;EM HORA INCERTA;24;12;2018;monday
12783;EM HORA INCERTA;25;1;2016;monday
12784;EM HORA INCERTA;25;2;2013;monday
12785;EM HORA INCERTA;25;2;2019;monday
12786;EM HORA INCERTA;25;3;1985;monday
12787;EM HORA INCERTA;25;3;1996;monday
12788;EM HORA INCERTA;25;3;2013;monday
12789;EM HORA INCERTA;25;3;2019;monday
12790;EM HORA INCERTA;25;4;2011;monday
12791;EM HORA INCERTA;25;4;2016;monday
12792;EM HORA INCERTA;25;5;2015;monday
12793;EM HORA INCERTA;25;6;2012;monday
12794;EM HORA INCERTA;25;6;2018;monday
12795;EM HORA INCERTA;25;7;1994;monday
12796;EM HORA INCERTA;25;7;2011;monday
12797;EM HORA INCERTA;25;7;2016;monday
12798;EM HORA INCERTA;25;8;2014;monday
12799;EM HORA INCERTA;25;9;2017;monday
12800;EM HORA INCERTA;25;10;2010;monday
12801;EM HORA INCERTA;25;11;2013;monday
12802;EM HORA INCERTA;25;12;2017;monday
12803;EM HORA INCERTA;26;1;2015;monday
12804;EM HORA INCERTA;26;2;2018;monday
12805;EM HORA INCERTA;26;3;2012;monday
12806;EM HORA INCERTA;26;3;2018;monday
12807;EM HORA INCERTA;26;5;1997;monday
12808;EM HORA INCERTA;26;5;2014;monday
12809;EM HORA INCERTA;26;6;2017;monday
12810;EM HORA INCERTA;26;8;2013;monday
12811;EM HORA INCERTA;26;9;2011;monday
12812;EM HORA INCERTA;26;9;2016;monday
12813;EM HORA INCERTA;26;10;2015;monday
12814;EM HORA INCERTA;26;11;2012;monday
12815;EM HORA INCERTA;26;11;2018;monday
12816;EM HORA INCERTA;26;12;2011;monday
12817;EM HORA INCERTA;26;12;2016;monday
12818;EM HORA INCERTA;27;1;2014;monday
12819;EM HORA INCERTA;27;2;2012;monday
12820;EM HORA INCERTA;27;2;2017;monday
12821;EM HORA INCERTA;27;3;2017;monday
12822;EM HORA INCERTA;27;4;2015;monday
12823;EM HORA INCERTA;27;5;2013;monday
12824;EM HORA INCERTA;27;5;2019;monday
12825;EM HORA INCERTA;27;6;2011;monday
12826;EM HORA INCERTA;27;6;2016;monday
12827;EM HORA INCERTA;27;7;2015;monday
12828;EM HORA INCERTA;27;8;2012;monday
12829;EM HORA INCERTA;27;8;2018;monday
12830;EM HORA INCERTA;27;10;2014;monday
12831;EM HORA INCERTA;27;11;2017;monday
12832;EM HORA INCERTA;27;12;2010;monday
12833;EM HORA INCERTA;28;1;2013;monday
12834;EM HORA INCERTA;28;1;2019;monday
12835;EM HORA INCERTA;28;2;1994;monday
12836;EM HORA INCERTA;28;2;2011;monday
12837;EM HORA INCERTA;28;3;2011;monday
12838;EM HORA INCERTA;28;3;2016;monday
12839;EM HORA INCERTA;28;4;2014;monday
12840;EM HORA INCERTA;28;5;1962;monday
12841;EM HORA INCERTA;28;5;2012;monday
12842;EM HORA INCERTA;28;5;2018;monday
12843;EM HORA INCERTA;28;6;2010;monday
12844;EM HORA INCERTA;28;7;1997;monday
12845;EM HORA INCERTA;28;7;2014;monday
12846;EM HORA INCERTA;28;8;2017;monday
12847;EM HORA INCERTA;28;9;2015;monday
12848;EM HORA INCERTA;28;10;2013;monday
12849;EM HORA INCERTA;28;11;2011;monday
12850;EM HORA INCERTA;28;11;2016;monday
12851;EM HORA INCERTA;28;12;2015;monday
12852;EM HORA INCERTA;29;1;2018;monday
12853;EM HORA INCERTA;29;2;2016;monday
12854;EM HORA INCERTA;29;3;1993;monday
12855;EM HORA INCERTA;29;3;2010;monday
12856;EM HORA INCERTA;29;4;2013;monday
12857;EM HORA INCERTA;29;4;2019;monday
12858;EM HORA INCERTA;29;5;2017;monday
12859;EM HORA INCERTA;29;6;2015;monday
12860;EM HORA INCERTA;29;7;1963;monday
12861;EM HORA INCERTA;29;7;2013;monday
12862;EM HORA INCERTA;29;7;2019;monday
12863;EM HORA INCERTA;29;8;2011;monday
12864;EM HORA INCERTA;29;8;2016;monday
12865;EM HORA INCERTA;29;9;2014;monday
12866;EM HORA INCERTA;29;10;2012;monday
12867;EM HORA INCERTA;29;10;2018;monday
12868;EM HORA INCERTA;29;12;2014;monday
12869;EM HORA INCERTA;30;1;2012;monday
12870;EM HORA INCERTA;30;1;2017;monday
12871;EM HORA INCERTA;30;3;2015;monday
12872;EM HORA INCERTA;30;4;2012;monday
12873;EM HORA INCERTA;30;4;2018;monday
12874;EM HORA INCERTA;30;5;2011;monday
12875;EM HORA INCERTA;30;5;2016;monday
12876;EM HORA INCERTA;30;6;2014;monday
12877;EM HORA INCERTA;30;7;2012;monday
12878;EM HORA INCERTA;30;7;2018;monday
12879;EM HORA INCERTA;30;9;2013;monday
12880;EM HORA INCERTA;30;10;2017;monday
12881;EM HORA INCERTA;30;11;2015;monday
12882;EM HORA INCERTA;30;12;2013;monday
12883;EM HORA INCERTA;31;1;2011;monday
12884;EM HORA INCERTA;31;3;2014;monday
12885;EM HORA INCERTA;31;5;1019;monday
12886;EM HORA INCERTA;31;7;2017;monday
12887;EM HORA INCERTA;31;8;2009;monday
12888;EM HORA INCERTA;31;8;2015;monday
12889;EM HORA INCERTA;31;10;2011;monday
12890;EM HORA INCERTA;31;10;2016;monday
12891;EM HORA INCERTA;31;12;2012;monday
12892;EM HORA INCERTA;31;12;2018;monday
12893;EM HORA INCERTA;1;1;2011;saturday
12894;EM HORA INCERTA;1;2;2014;saturday
12895;EM HORA INCERTA;1;3;2008;saturday
12896;EM HORA INCERTA;1;3;2014;saturday
12897;EM HORA INCERTA;1;4;2017;saturday
12898;EM HORA INCERTA;1;5;2004;saturday
12899;EM HORA INCERTA;1;5;2010;saturday
12900;EM HORA INCERTA;1;6;2002;saturday
12901;EM HORA INCERTA;1;6;2013;saturday
12902;EM HORA INCERTA;1;6;2019;saturday
12903;EM HORA INCERTA;1;7;2017;saturday
12904;EM HORA INCERTA;1;8;2015;saturday
12905;EM HORA INCERTA;1;9;2007;saturday
12906;EM HORA INCERTA;1;9;2012;saturday
12907;EM HORA INCERTA;1;9;2018;saturday
12908;EM HORA INCERTA;1;10;2011;saturday
12909;EM HORA INCERTA;1;10;2016;saturday
12910;EM HORA INCERTA;1;11;2003;saturday
12911;EM HORA INCERTA;1;11;2008;saturday
12912;EM HORA INCERTA;1;11;2014;saturday
12913;EM HORA INCERTA;1;12;1979;saturday
12914;EM HORA INCERTA;1;12;2012;saturday
12915;EM HORA INCERTA;1;12;2018;saturday
12916;EM HORA INCERTA;2;1;2016;saturday
12917;EM HORA INCERTA;2;2;2013;saturday
12918;EM HORA INCERTA;2;2;2019;saturday
12919;EM HORA INCERTA;2;3;2013;saturday
12920;EM HORA INCERTA;2;3;2019;saturday
12921;EM HORA INCERTA;2;4;2011;saturday
12922;EM HORA INCERTA;2;4;2016;saturday
12923;EM HORA INCERTA;2;5;1970;saturday
12924;EM HORA INCERTA;2;5;2015;saturday
12925;EM HORA INCERTA;2;6;1979;saturday
12926;EM HORA INCERTA;2;6;2012;saturday
12927;EM HORA INCERTA;2;6;2018;saturday
12928;EM HORA INCERTA;2;7;2011;saturday
12929;EM HORA INCERTA;2;7;2016;saturday
12930;EM HORA INCERTA;2;8;2014;saturday
12931;EM HORA INCERTA;2;9;2017;saturday
12932;EM HORA INCERTA;2;11;2013;saturday
12933;EM HORA INCERTA;2;12;2000;saturday
12934;EM HORA INCERTA;2;12;2017;saturday
12935;EM HORA INCERTA;3;1;2015;saturday
12936;EM HORA INCERTA;3;2;2018;saturday
12937;EM HORA INCERTA;3;3;1990;saturday
12938;EM HORA INCERTA;3;3;2007;saturday
12939;EM HORA INCERTA;3;3;2012;saturday
12940;EM HORA INCERTA;3;3;2018;saturday
12941;EM HORA INCERTA;3;5;2014;saturday
12942;EM HORA INCERTA;3;6;1989;saturday
12943;EM HORA INCERTA;3;6;2017;saturday
12944;EM HORA INCERTA;3;7;2010;saturday
12945;EM HORA INCERTA;3;8;2013;saturday
12946;EM HORA INCERTA;3;9;2011;saturday
12947;EM HORA INCERTA;3;9;2016;saturday
12948;EM HORA INCERTA;3;10;1992;saturday
12949;EM HORA INCERTA;3;10;2015;saturday
12950;EM HORA INCERTA;3;11;2012;saturday
12951;EM HORA INCERTA;3;11;2018;saturday
12952;EM HORA INCERTA;3;12;1983;saturday
12953;EM HORA INCERTA;3;12;2011;saturday
12954;EM HORA INCERTA;3;12;2016;saturday
12955;EM HORA INCERTA;4;1;2014;saturday
12956;EM HORA INCERTA;4;2;2012;saturday
12957;EM HORA INCERTA;4;2;2017;saturday
12958;EM HORA INCERTA;4;3;2017;saturday
12959;EM HORA INCERTA;4;4;291;saturday
12960;EM HORA INCERTA;4;4;2015;saturday
12961;EM HORA INCERTA;4;5;2013;saturday
12962;EM HORA INCERTA;4;5;2019;saturday
12963;EM HORA INCERTA;4;6;2011;saturday
12964;EM HORA INCERTA;4;6;2016;saturday
12965;EM HORA INCERTA;4;7;2015;saturday
12966;EM HORA INCERTA;4;8;2012;saturday
12967;EM HORA INCERTA;4;8;2018;saturday
12968;EM HORA INCERTA;4;10;2014;saturday
12969;EM HORA INCERTA;4;11;2017;saturday
12970;EM HORA INCERTA;5;1;2013;saturday
12971;EM HORA INCERTA;5;1;2019;saturday
12972;EM HORA INCERTA;5;2;2011;saturday
12973;EM HORA INCERTA;5;3;1983;saturday
12974;EM HORA INCERTA;5;3;2011;saturday
12975;EM HORA INCERTA;5;3;2016;saturday
12976;EM HORA INCERTA;5;4;2014;saturday
12977;EM HORA INCERTA;5;5;2012;saturday
12978;EM HORA INCERTA;5;5;2018;saturday
12979;EM HORA INCERTA;5;7;2014;saturday
12980;EM HORA INCERTA;5;8;2017;saturday
12981;EM HORA INCERTA;5;9;2015;saturday
12982;EM HORA INCERTA;5;10;2013;saturday
12983;EM HORA INCERTA;5;11;2011;saturday
12984;EM HORA INCERTA;5;11;2016;saturday
12985;EM HORA INCERTA;5;12;2015;saturday
12986;EM HORA INCERTA;6;1;2018;saturday
12987;EM HORA INCERTA;6;2;2016;saturday
12988;EM HORA INCERTA;6;4;2013;saturday
12989;EM HORA INCERTA;6;4;2019;saturday
12990;EM HORA INCERTA;6;5;2017;saturday
12991;EM HORA INCERTA;6;6;2015;saturday
12992;EM HORA INCERTA;6;7;2013;saturday
12993;EM HORA INCERTA;6;7;2019;saturday
12994;EM HORA INCERTA;6;8;2011;saturday
12995;EM HORA INCERTA;6;8;2016;saturday
12996;EM HORA INCERTA;6;9;2014;saturday
12997;EM HORA INCERTA;6;10;2012;saturday
12998;EM HORA INCERTA;6;10;2018;saturday
12999;EM HORA INCERTA;6;12;2014;saturday
13000;EM HORA INCERTA;7;1;2012;saturday
13001;EM HORA INCERTA;7;1;2017;saturday
13002;EM HORA INCERTA;7;2;2015;saturday
13003;EM HORA INCERTA;7;3;2015;saturday
13004;EM HORA INCERTA;7;4;1990;saturday
13005;EM HORA INCERTA;7;4;2012;saturday
13006;EM HORA INCERTA;7;4;2018;saturday
13007;EM HORA INCERTA;7;5;2011;saturday
13008;EM HORA INCERTA;7;5;2016;saturday
13009;EM HORA INCERTA;7;6;2014;saturday
13010;EM HORA INCERTA;7;7;2012;saturday
13011;EM HORA INCERTA;7;7;2018;saturday
13012;EM HORA INCERTA;7;9;2013;saturday
13013;EM HORA INCERTA;7;10;2017;saturday
13014;EM HORA INCERTA;7;11;2015;saturday
13015;EM HORA INCERTA;7;12;2013;saturday
13016;EM HORA INCERTA;8;1;2011;saturday
13017;EM HORA INCERTA;8;2;2014;saturday
13018;EM HORA INCERTA;8;4;2017;saturday
13019;EM HORA INCERTA;8;5;1971;saturday
13020;EM HORA INCERTA;8;6;2013;saturday
13021;EM HORA INCERTA;8;6;2019;saturday
13022;EM HORA INCERTA;8;7;2017;saturday
13023;EM HORA INCERTA;8;8;2015;saturday
13024;EM HORA INCERTA;8;9;2012;saturday
13025;EM HORA INCERTA;8;9;2018;saturday
13026;EM HORA INCERTA;8;10;2011;saturday
13027;EM HORA INCERTA;8;10;2016;saturday
13028;EM HORA INCERTA;8;11;2014;saturday
13029;EM HORA INCERTA;8;12;2012;saturday
13030;EM HORA INCERTA;8;12;2018;saturday
13031;EM HORA INCERTA;9;1;2016;saturday
13032;EM HORA INCERTA;9;2;2013;saturday
13033;EM HORA INCERTA;9;2;2019;saturday
13034;EM HORA INCERTA;9;3;1985;saturday
13035;EM HORA INCERTA;9;3;2013;saturday
13036;EM HORA INCERTA;9;3;2019;saturday
13037;EM HORA INCERTA;9;4;2011;saturday
13038;EM HORA INCERTA;9;4;2016;saturday
13039;EM HORA INCERTA;9;5;2015;saturday
13040;EM HORA INCERTA;9;6;2012;saturday
13041;EM HORA INCERTA;9;6;2018;saturday
13042;EM HORA INCERTA;9;7;2011;saturday
13043;EM HORA INCERTA;9;7;2016;saturday
13044;EM HORA INCERTA;9;8;2014;saturday
13045;EM HORA INCERTA;9;9;2017;saturday
13046;EM HORA INCERTA;9;11;2013;saturday
13047;EM HORA INCERTA;9;12;2017;saturday
13048;EM HORA INCERTA;10;1;2009;saturday
13049;EM HORA INCERTA;10;1;2015;saturday
13050;EM HORA INCERTA;10;2;1990;saturday
13051;EM HORA INCERTA;10;2;2018;saturday
13052;EM HORA INCERTA;10;3;2012;saturday
13053;EM HORA INCERTA;10;3;2018;saturday
13054;EM HORA INCERTA;10;5;2014;saturday
13055;EM HORA INCERTA;10;6;2017;saturday
13056;EM HORA INCERTA;10;8;2013;saturday
13057;EM HORA INCERTA;10;9;2011;saturday
13058;EM HORA INCERTA;10;9;2016;saturday
13059;EM HORA INCERTA;10;10;2015;saturday
13060;EM HORA INCERTA;10;11;2007;saturday
13061;EM HORA INCERTA;10;11;2012;saturday
13062;EM HORA INCERTA;10;11;2018;saturday
13063;EM HORA INCERTA;10;12;2011;saturday
13064;EM HORA INCERTA;10;12;2016;saturday
13065;EM HORA INCERTA;11;1;2003;saturday
13066;EM HORA INCERTA;11;1;2014;saturday
13067;EM HORA INCERTA;11;2;1995;saturday
13068;EM HORA INCERTA;11;2;2012;saturday
28583;;;;1962;
13069;EM HORA INCERTA;11;2;2017;saturday
13070;EM HORA INCERTA;11;3;2017;saturday
13071;EM HORA INCERTA;11;4;2015;saturday
13072;EM HORA INCERTA;11;5;2013;saturday
13073;EM HORA INCERTA;11;5;2019;saturday
13074;EM HORA INCERTA;11;6;1988;saturday
13075;EM HORA INCERTA;11;6;2011;saturday
13076;EM HORA INCERTA;11;6;2016;saturday
13077;EM HORA INCERTA;11;7;2015;saturday
13078;EM HORA INCERTA;11;8;2012;saturday
13079;EM HORA INCERTA;11;8;2018;saturday
13080;EM HORA INCERTA;11;10;2014;saturday
13081;EM HORA INCERTA;11;11;2017;saturday
13082;EM HORA INCERTA;12;1;2013;saturday
13083;EM HORA INCERTA;12;1;2019;saturday
13084;EM HORA INCERTA;12;2;2011;saturday
13085;EM HORA INCERTA;12;3;2011;saturday
13086;EM HORA INCERTA;12;3;2016;saturday
13087;EM HORA INCERTA;12;4;2014;saturday
13088;EM HORA INCERTA;12;5;2012;saturday
13089;EM HORA INCERTA;12;5;2018;saturday
13090;EM HORA INCERTA;12;7;2014;saturday
13091;EM HORA INCERTA;12;8;2017;saturday
13092;EM HORA INCERTA;12;9;2015;saturday
13093;EM HORA INCERTA;12;10;2013;saturday
13094;EM HORA INCERTA;12;11;2011;saturday
13095;EM HORA INCERTA;12;11;2016;saturday
13096;EM HORA INCERTA;12;12;2015;saturday
13097;EM HORA INCERTA;13;1;2018;saturday
13098;EM HORA INCERTA;13;2;2016;saturday
13099;EM HORA INCERTA;13;4;1985;saturday
13100;EM HORA INCERTA;13;4;2013;saturday
13101;EM HORA INCERTA;13;4;2019;saturday
13102;EM HORA INCERTA;13;5;2017;saturday
13103;EM HORA INCERTA;13;6;2015;saturday
13104;EM HORA INCERTA;13;7;2013;saturday
13105;EM HORA INCERTA;13;7;2019;saturday
13106;EM HORA INCERTA;13;8;2011;saturday
13107;EM HORA INCERTA;13;8;2016;saturday
13108;EM HORA INCERTA;13;9;2014;saturday
13109;EM HORA INCERTA;13;10;2012;saturday
13110;EM HORA INCERTA;13;10;2018;saturday
13111;EM HORA INCERTA;13;11;2010;saturday
13112;EM HORA INCERTA;13;12;2014;saturday
13113;EM HORA INCERTA;14;1;2012;saturday
13114;EM HORA INCERTA;14;1;2017;saturday
13115;EM HORA INCERTA;14;2;2015;saturday
13116;EM HORA INCERTA;14;3;1998;saturday
13117;EM HORA INCERTA;14;3;2015;saturday
13118;EM HORA INCERTA;14;4;2012;saturday
13119;EM HORA INCERTA;14;4;2018;saturday
13120;EM HORA INCERTA;14;5;2011;saturday
13121;EM HORA INCERTA;14;5;2016;saturday
13122;EM HORA INCERTA;14;6;2014;saturday
13123;EM HORA INCERTA;14;7;2012;saturday
13124;EM HORA INCERTA;14;7;2018;saturday
13125;EM HORA INCERTA;14;9;2013;saturday
13126;EM HORA INCERTA;14;10;2017;saturday
13127;EM HORA INCERTA;14;11;2015;saturday
13128;EM HORA INCERTA;14;12;2013;saturday
13129;EM HORA INCERTA;15;1;2011;saturday
13130;EM HORA INCERTA;15;2;2014;saturday
13131;EM HORA INCERTA;15;3;2014;saturday
13132;EM HORA INCERTA;15;4;2017;saturday
13133;EM HORA INCERTA;15;5;1999;saturday
13134;EM HORA INCERTA;15;6;2013;saturday
13135;EM HORA INCERTA;15;6;2019;saturday
13136;EM HORA INCERTA;15;7;2017;saturday
13137;EM HORA INCERTA;15;8;2015;saturday
13138;EM HORA INCERTA;15;9;2012;saturday
13139;EM HORA INCERTA;15;9;2018;saturday
13140;EM HORA INCERTA;15;10;2005;saturday
13141;EM HORA INCERTA;15;10;2011;saturday
13142;EM HORA INCERTA;15;10;2016;saturday
13143;EM HORA INCERTA;15;11;2014;saturday
13144;EM HORA INCERTA;15;12;2012;saturday
13145;EM HORA INCERTA;15;12;2018;saturday
13146;EM HORA INCERTA;16;1;2016;saturday
13147;EM HORA INCERTA;16;2;2013;saturday
13148;EM HORA INCERTA;16;2;2019;saturday
13149;EM HORA INCERTA;16;3;2002;saturday
13150;EM HORA INCERTA;16;3;2013;saturday
13151;EM HORA INCERTA;16;3;2019;saturday
13152;EM HORA INCERTA;16;4;2011;saturday
13153;EM HORA INCERTA;16;4;2016;saturday
13154;EM HORA INCERTA;16;5;2015;saturday
13155;EM HORA INCERTA;16;6;2012;saturday
13156;EM HORA INCERTA;16;6;2018;saturday
13157;EM HORA INCERTA;16;7;2011;saturday
13158;EM HORA INCERTA;16;7;2016;saturday
13159;EM HORA INCERTA;16;8;2014;saturday
13160;EM HORA INCERTA;16;9;2017;saturday
13161;EM HORA INCERTA;16;10;1993;saturday
13162;EM HORA INCERTA;16;11;2013;saturday
13163;EM HORA INCERTA;16;12;2017;saturday
13164;EM HORA INCERTA;17;1;2015;saturday
13165;EM HORA INCERTA;17;2;2018;saturday
13166;EM HORA INCERTA;17;3;2012;saturday
13167;EM HORA INCERTA;17;3;2018;saturday
13168;EM HORA INCERTA;17;5;2014;saturday
13169;EM HORA INCERTA;17;6;2017;saturday
13170;EM HORA INCERTA;17;8;2013;saturday
13171;EM HORA INCERTA;17;9;2011;saturday
13172;EM HORA INCERTA;17;9;2016;saturday
13173;EM HORA INCERTA;17;10;2015;saturday
13174;EM HORA INCERTA;17;11;2012;saturday
13175;EM HORA INCERTA;17;11;2018;saturday
28584;;;;2001;
13176;EM HORA INCERTA;17;12;2011;saturday
13177;EM HORA INCERTA;17;12;2016;saturday
13178;EM HORA INCERTA;18;1;2014;saturday
13179;EM HORA INCERTA;18;2;2012;saturday
13180;EM HORA INCERTA;18;2;2017;saturday
13181;EM HORA INCERTA;18;3;2017;saturday
13182;EM HORA INCERTA;18;4;2015;saturday
13183;EM HORA INCERTA;18;5;1991;saturday
13184;EM HORA INCERTA;18;5;2013;saturday
13185;EM HORA INCERTA;18;5;2019;saturday
13186;EM HORA INCERTA;18;6;2011;saturday
13187;EM HORA INCERTA;18;6;2016;saturday
13188;EM HORA INCERTA;18;7;2015;saturday
13189;EM HORA INCERTA;18;8;2012;saturday
13190;EM HORA INCERTA;18;8;2018;saturday
13191;EM HORA INCERTA;18;10;2014;saturday
13192;EM HORA INCERTA;18;11;2017;saturday
13193;EM HORA INCERTA;18;12;2010;saturday
13194;EM HORA INCERTA;19;1;2013;saturday
13195;EM HORA INCERTA;19;1;2019;saturday
13196;EM HORA INCERTA;19;2;2011;saturday
13197;EM HORA INCERTA;19;3;2011;saturday
13198;EM HORA INCERTA;19;3;2016;saturday
13199;EM HORA INCERTA;19;4;2014;saturday
13200;EM HORA INCERTA;19;5;2012;saturday
13201;EM HORA INCERTA;19;5;2018;saturday
13202;EM HORA INCERTA;19;6;2010;saturday
13203;EM HORA INCERTA;19;7;2014;saturday
13204;EM HORA INCERTA;19;8;2017;saturday
13205;EM HORA INCERTA;19;9;2015;saturday
13206;EM HORA INCERTA;19;10;2013;saturday
13207;EM HORA INCERTA;19;11;2011;saturday
13208;EM HORA INCERTA;19;11;2016;saturday
13209;EM HORA INCERTA;19;12;2015;saturday
13210;EM HORA INCERTA;20;1;2018;saturday
13211;EM HORA INCERTA;20;2;2010;saturday
13212;EM HORA INCERTA;20;2;2016;saturday
13213;EM HORA INCERTA;20;3;1993;saturday
13214;EM HORA INCERTA;20;3;2010;saturday
13215;EM HORA INCERTA;20;4;2013;saturday
13216;EM HORA INCERTA;20;4;2019;saturday
13217;EM HORA INCERTA;20;5;2017;saturday
13218;EM HORA INCERTA;20;6;1992;saturday
13219;EM HORA INCERTA;20;6;2015;saturday
13220;EM HORA INCERTA;20;7;2013;saturday
13221;EM HORA INCERTA;20;7;2019;saturday
13222;EM HORA INCERTA;20;8;2011;saturday
