id;period;day;month;year;weekday
8746;DE MADRUGADA;27;11;2015;friday
8747;DE MADRUGADA;27;12;2013;friday
8748;DE MADRUGADA;28;1;2011;friday
8749;DE MADRUGADA;28;2;2014;friday
8750;DE MADRUGADA;28;3;2014;friday
8751;DE MADRUGADA;28;4;2017;friday
8752;DE MADRUGADA;28;5;2010;friday
8753;DE MADRUGADA;28;6;2013;friday
8754;DE MADRUGADA;28;6;2019;friday
8755;DE MADRUGADA;28;7;2017;friday
8756;DE MADRUGADA;28;8;2015;friday
8757;DE MADRUGADA;28;9;2012;friday
8758;DE MADRUGADA;28;9;2018;friday
8759;DE MADRUGADA;28;10;2011;friday
8760;DE MADRUGADA;28;10;2016;friday
8761;DE MADRUGADA;28;11;1986;friday
8762;DE MADRUGADA;28;11;2014;friday
8763;DE MADRUGADA;28;12;2001;friday
8764;DE MADRUGADA;28;12;2012;friday
8765;DE MADRUGADA;28;12;2018;friday
8766;DE MADRUGADA;29;1;1993;friday
8767;DE MADRUGADA;29;1;2010;friday
8768;DE MADRUGADA;29;1;2016;friday
8769;DE MADRUGADA;29;3;2013;friday
8770;DE MADRUGADA;29;3;2019;friday
8771;DE MADRUGADA;29;4;1988;friday
8772;DE MADRUGADA;29;4;2011;friday
8773;DE MADRUGADA;29;4;2016;friday
8774;DE MADRUGADA;29;5;2015;friday
8775;DE MADRUGADA;29;6;2012;friday
8776;DE MADRUGADA;29;6;2018;friday
8777;DE MADRUGADA;29;7;1988;friday
8778;DE MADRUGADA;29;7;2005;friday
8779;DE MADRUGADA;29;7;2011;friday
8780;DE MADRUGADA;29;7;2016;friday
8781;DE MADRUGADA;29;8;2014;friday
8782;DE MADRUGADA;29;9;2017;friday
8783;DE MADRUGADA;29;11;2013;friday
8784;DE MADRUGADA;29;12;2017;friday
8785;DE MADRUGADA;30;1;2015;friday
8786;DE MADRUGADA;30;3;2001;friday
8787;DE MADRUGADA;30;3;2012;friday
8788;DE MADRUGADA;30;3;2018;friday
8789;DE MADRUGADA;30;4;2010;friday
8790;DE MADRUGADA;30;5;2014;friday
8791;DE MADRUGADA;30;6;2017;friday
8792;DE MADRUGADA;30;7;2010;friday
8793;DE MADRUGADA;30;8;2013;friday
8794;DE MADRUGADA;30;9;2011;friday
8795;DE MADRUGADA;30;9;2016;friday
8796;DE MADRUGADA;30;10;2015;friday
8797;DE MADRUGADA;30;11;2012;friday
8798;DE MADRUGADA;30;11;2018;friday
8799;DE MADRUGADA;30;12;2011;friday
8800;DE MADRUGADA;30;12;2016;friday
8801;DE MADRUGADA;31;1;2014;friday
8802;DE MADRUGADA;31;3;1995;friday
8803;DE MADRUGADA;31;3;2017;friday
8804;DE MADRUGADA;31;5;2013;friday
8805;DE MADRUGADA;31;5;2019;friday
8806;DE MADRUGADA;31;7;2015;friday
8807;DE MADRUGADA;31;8;2012;friday
8808;DE MADRUGADA;31;8;2018;friday
8809;DE MADRUGADA;31;10;2014;friday
8810;DE MADRUGADA;31;12;2010;friday
8811;DE MADRUGADA;1;1;2018;monday
8812;DE MADRUGADA;1;2;1988;monday
8813;DE MADRUGADA;1;2;2016;monday
8814;DE MADRUGADA;1;4;1985;monday
8815;DE MADRUGADA;1;4;2013;monday
8816;DE MADRUGADA;1;4;2019;monday
8817;DE MADRUGADA;1;5;2017;monday
8818;DE MADRUGADA;1;6;2015;monday
8819;DE MADRUGADA;1;7;2013;monday
8820;DE MADRUGADA;1;7;2019;monday
8821;DE MADRUGADA;1;8;2011;monday
8822;DE MADRUGADA;1;8;2016;monday
8823;DE MADRUGADA;1;9;2014;monday
8824;DE MADRUGADA;1;10;2012;monday
8825;DE MADRUGADA;1;10;2018;monday
8826;DE MADRUGADA;1;11;2010;monday
8827;DE MADRUGADA;1;12;2014;monday
8828;DE MADRUGADA;2;1;2012;monday
8829;DE MADRUGADA;2;1;2017;monday
8830;DE MADRUGADA;2;2;2015;monday
8831;DE MADRUGADA;2;3;2015;monday
8832;DE MADRUGADA;2;4;2012;monday
8833;DE MADRUGADA;2;4;2018;monday
8834;DE MADRUGADA;2;5;2011;monday
8835;DE MADRUGADA;2;5;2016;monday
8836;DE MADRUGADA;2;6;1997;monday
8837;DE MADRUGADA;2;6;2014;monday
8838;DE MADRUGADA;2;7;2012;monday
8839;DE MADRUGADA;2;7;2018;monday
8840;DE MADRUGADA;2;8;2010;monday
8841;DE MADRUGADA;2;9;2013;monday
8842;DE MADRUGADA;2;10;1989;monday
8843;DE MADRUGADA;2;10;2017;monday
8844;DE MADRUGADA;2;11;2015;monday
8845;DE MADRUGADA;2;12;2013;monday
8846;DE MADRUGADA;3;1;2011;monday
8847;DE MADRUGADA;3;2;2014;monday
8848;DE MADRUGADA;3;3;2014;monday
8849;DE MADRUGADA;3;4;2017;monday
8850;DE MADRUGADA;3;6;2013;monday
8851;DE MADRUGADA;3;6;2019;monday
8852;DE MADRUGADA;3;7;2017;monday
8853;DE MADRUGADA;3;8;2015;monday
8854;DE MADRUGADA;3;9;2012;monday
8855;DE MADRUGADA;3;9;2018;monday
8856;DE MADRUGADA;3;10;2011;monday
8857;DE MADRUGADA;3;10;2016;monday
8858;DE MADRUGADA;3;11;2014;monday
8859;DE MADRUGADA;3;12;2012;monday
8860;DE MADRUGADA;3;12;2018;monday
8861;DE MADRUGADA;4;1;2010;monday
8862;DE MADRUGADA;4;1;2016;monday
8863;DE MADRUGADA;4;2;2013;monday
8864;DE MADRUGADA;4;2;2019;monday
8865;DE MADRUGADA;4;3;2013;monday
8866;DE MADRUGADA;4;3;2019;monday
8867;DE MADRUGADA;4;4;2011;monday
8868;DE MADRUGADA;4;4;2016;monday
8869;DE MADRUGADA;4;5;2015;monday
8870;DE MADRUGADA;4;6;1990;monday
8871;DE MADRUGADA;4;6;2001;monday
8872;DE MADRUGADA;4;6;2012;monday
8873;DE MADRUGADA;4;6;2018;monday
8874;DE MADRUGADA;4;7;2011;monday
8875;DE MADRUGADA;4;7;2016;monday
8876;DE MADRUGADA;4;8;2014;monday
8877;DE MADRUGADA;4;9;2017;monday
8878;DE MADRUGADA;4;11;2013;monday
8879;DE MADRUGADA;4;12;2017;monday
8880;DE MADRUGADA;5;1;2015;monday
8881;DE MADRUGADA;5;2;2018;monday
8882;DE MADRUGADA;5;3;2001;monday
8883;DE MADRUGADA;5;3;2012;monday
8884;DE MADRUGADA;5;3;2018;monday
8885;DE MADRUGADA;5;4;2010;monday
8886;DE MADRUGADA;5;5;2014;monday
8887;DE MADRUGADA;5;6;2017;monday
8888;DE MADRUGADA;5;8;2013;monday
8889;DE MADRUGADA;5;9;2011;monday
8890;DE MADRUGADA;5;9;2016;monday
8891;DE MADRUGADA;5;10;2015;monday
8892;DE MADRUGADA;5;11;2007;monday
8893;DE MADRUGADA;5;11;2012;monday
8894;DE MADRUGADA;5;11;2018;monday
8895;DE MADRUGADA;5;12;2011;monday
8896;DE MADRUGADA;5;12;2016;monday
8897;DE MADRUGADA;6;1;2014;monday
8898;DE MADRUGADA;6;2;2012;monday
8899;DE MADRUGADA;6;2;2017;monday
8900;DE MADRUGADA;6;3;2017;monday
8901;DE MADRUGADA;6;4;2015;monday
8902;DE MADRUGADA;6;5;2013;monday
8903;DE MADRUGADA;6;5;2019;monday
8904;DE MADRUGADA;6;6;2011;monday
8905;DE MADRUGADA;6;6;2016;monday
8906;DE MADRUGADA;6;7;2015;monday
8907;DE MADRUGADA;6;8;2012;monday
8908;DE MADRUGADA;6;8;2018;monday
8909;DE MADRUGADA;6;10;2014;monday
8910;DE MADRUGADA;6;11;1995;monday
8911;DE MADRUGADA;6;11;2017;monday
8912;DE MADRUGADA;7;1;2013;monday
8913;DE MADRUGADA;7;1;2019;monday
8914;DE MADRUGADA;7;2;2011;monday
8915;DE MADRUGADA;7;3;2011;monday
8916;DE MADRUGADA;7;3;2016;monday
8917;DE MADRUGADA;7;4;2014;monday
8918;DE MADRUGADA;7;5;2001;monday
8919;DE MADRUGADA;7;5;2012;monday
8920;DE MADRUGADA;7;5;2018;monday
8921;DE MADRUGADA;7;7;2014;monday
8922;DE MADRUGADA;7;8;2017;monday
8923;DE MADRUGADA;7;9;2015;monday
8924;DE MADRUGADA;7;10;2013;monday
8925;DE MADRUGADA;7;11;2011;monday
8926;DE MADRUGADA;7;11;2016;monday
8927;DE MADRUGADA;7;12;2015;monday
8928;DE MADRUGADA;8;1;2018;monday
8929;DE MADRUGADA;8;2;2016;monday
8930;DE MADRUGADA;8;4;2013;monday
8931;DE MADRUGADA;8;4;2019;monday
8932;DE MADRUGADA;8;5;2017;monday
8933;DE MADRUGADA;8;6;2015;monday
8934;DE MADRUGADA;8;7;2013;monday
8935;DE MADRUGADA;8;7;2019;monday
8936;DE MADRUGADA;8;8;2011;monday
8937;DE MADRUGADA;8;8;2016;monday
8938;DE MADRUGADA;8;9;2014;monday
8939;DE MADRUGADA;8;10;2001;monday
8940;DE MADRUGADA;8;10;2012;monday
8941;DE MADRUGADA;8;10;2018;monday
8942;DE MADRUGADA;8;12;2008;monday
8943;DE MADRUGADA;8;12;2014;monday
8944;DE MADRUGADA;9;1;1978;monday
8945;DE MADRUGADA;9;1;2012;monday
8946;DE MADRUGADA;9;1;2017;monday
8947;DE MADRUGADA;9;2;2015;monday
8948;DE MADRUGADA;9;3;2015;monday
8949;DE MADRUGADA;9;4;2001;monday
8950;DE MADRUGADA;9;4;2012;monday
8951;DE MADRUGADA;9;4;2018;monday
8952;DE MADRUGADA;9;5;2011;monday
8953;DE MADRUGADA;9;5;2016;monday
8954;DE MADRUGADA;9;6;2014;monday
8955;DE MADRUGADA;9;7;2012;monday
8956;DE MADRUGADA;9;7;2018;monday
8957;DE MADRUGADA;9;9;2013;monday
8958;DE MADRUGADA;9;10;2017;monday
8959;DE MADRUGADA;9;11;2015;monday
8960;DE MADRUGADA;9;12;2013;monday
8961;DE MADRUGADA;10;1;2011;monday
8962;DE MADRUGADA;10;2;2014;monday
8963;DE MADRUGADA;10;3;2014;monday
8964;DE MADRUGADA;10;4;2017;monday
8965;DE MADRUGADA;10;6;2013;monday
8966;DE MADRUGADA;10;6;2019;monday
8967;DE MADRUGADA;10;7;2017;monday
8968;DE MADRUGADA;10;8;2015;monday
8969;DE MADRUGADA;10;9;2012;monday
8970;DE MADRUGADA;10;9;2018;monday
8971;DE MADRUGADA;10;10;2011;monday
8972;DE MADRUGADA;10;10;2016;monday
8973;DE MADRUGADA;10;11;2014;monday
8974;DE MADRUGADA;10;12;2012;monday
8975;DE MADRUGADA;10;12;2018;monday
8976;DE MADRUGADA;11;1;2010;monday
8977;DE MADRUGADA;11;1;2016;monday
8978;DE MADRUGADA;11;2;2013;monday
8979;DE MADRUGADA;11;2;2019;monday
8980;DE MADRUGADA;11;3;2013;monday
8981;DE MADRUGADA;11;3;2019;monday
8982;DE MADRUGADA;11;4;2011;monday
8983;DE MADRUGADA;11;4;2016;monday
8984;DE MADRUGADA;11;5;2015;monday
8985;DE MADRUGADA;11;6;1990;monday
8986;DE MADRUGADA;11;6;2012;monday
8987;DE MADRUGADA;11;6;2018;monday
8988;DE MADRUGADA;11;7;2011;monday
8989;DE MADRUGADA;11;7;2016;monday
8990;DE MADRUGADA;11;8;2014;monday
8991;DE MADRUGADA;11;9;2017;monday
8992;DE MADRUGADA;11;10;2010;monday
8993;DE MADRUGADA;11;11;2013;monday
8994;DE MADRUGADA;11;12;2017;monday
8995;DE MADRUGADA;12;1;1998;monday
8996;DE MADRUGADA;12;1;2009;monday
8997;DE MADRUGADA;12;1;2015;monday
8998;DE MADRUGADA;12;2;2018;monday
8999;DE MADRUGADA;12;3;2012;monday
9000;DE MADRUGADA;12;3;2018;monday
9001;DE MADRUGADA;12;5;2014;monday
9002;DE MADRUGADA;12;6;2017;monday
9003;DE MADRUGADA;12;8;2013;monday
9004;DE MADRUGADA;12;9;2011;monday
9005;DE MADRUGADA;12;9;2016;monday
9006;DE MADRUGADA;12;10;2015;monday
9007;DE MADRUGADA;12;11;2012;monday
9008;DE MADRUGADA;12;11;2018;monday
9009;DE MADRUGADA;12;12;2011;monday
9010;DE MADRUGADA;12;12;2016;monday
9011;DE MADRUGADA;13;1;2014;monday
9012;DE MADRUGADA;13;2;2012;monday
9013;DE MADRUGADA;13;2;2017;monday
9014;DE MADRUGADA;13;3;2017;monday
9015;DE MADRUGADA;13;4;2015;monday
9016;DE MADRUGADA;13;5;1991;monday
9017;DE MADRUGADA;13;5;2013;monday
9018;DE MADRUGADA;13;5;2019;monday
9019;DE MADRUGADA;13;6;2011;monday
9020;DE MADRUGADA;13;6;2016;monday
9021;DE MADRUGADA;13;7;2015;monday
9022;DE MADRUGADA;13;8;2012;monday
9023;DE MADRUGADA;13;8;2018;monday
9024;DE MADRUGADA;13;9;2010;monday
9025;DE MADRUGADA;13;10;2014;monday
9026;DE MADRUGADA;13;11;2017;monday
9027;DE MADRUGADA;14;1;2013;monday
9028;DE MADRUGADA;14;1;2019;monday
9029;DE MADRUGADA;14;2;2011;monday
9030;DE MADRUGADA;14;3;2011;monday
9031;DE MADRUGADA;14;3;2016;monday
9032;DE MADRUGADA;14;4;2014;monday
9033;DE MADRUGADA;14;5;2001;monday
9034;DE MADRUGADA;14;5;2012;monday
9035;DE MADRUGADA;14;5;2018;monday
9036;DE MADRUGADA;14;7;2014;monday
9037;DE MADRUGADA;14;8;2017;monday
9038;DE MADRUGADA;14;9;2015;monday
9039;DE MADRUGADA;14;10;2013;monday
9040;DE MADRUGADA;14;11;2011;monday
9041;DE MADRUGADA;14;11;2016;monday
9042;DE MADRUGADA;14;12;2015;monday
9043;DE MADRUGADA;15;1;2018;monday
9044;DE MADRUGADA;15;2;2010;monday
9045;DE MADRUGADA;15;2;2016;monday
9046;DE MADRUGADA;15;3;2010;monday
9047;DE MADRUGADA;15;4;2013;monday
9048;DE MADRUGADA;15;4;2019;monday
9049;DE MADRUGADA;15;5;2017;monday
9050;DE MADRUGADA;15;6;2015;monday
9051;DE MADRUGADA;15;7;2013;monday
9052;DE MADRUGADA;15;7;2019;monday
9053;DE MADRUGADA;15;8;2011;monday
9054;DE MADRUGADA;15;8;2016;monday
9055;DE MADRUGADA;15;9;2014;monday
9056;DE MADRUGADA;15;10;2001;monday
9057;DE MADRUGADA;15;10;2012;monday
9058;DE MADRUGADA;15;10;2018;monday
9059;DE MADRUGADA;15;12;2014;monday
9060;DE MADRUGADA;16;1;2012;monday
9061;DE MADRUGADA;16;1;2017;monday
9062;DE MADRUGADA;16;2;2009;monday
9063;DE MADRUGADA;16;2;2015;monday
9064;DE MADRUGADA;16;3;2015;monday
9065;DE MADRUGADA;16;4;2012;monday
9066;DE MADRUGADA;16;4;2018;monday
9067;DE MADRUGADA;16;5;2011;monday
9068;DE MADRUGADA;16;5;2016;monday
9069;DE MADRUGADA;16;6;2014;monday
9070;DE MADRUGADA;16;7;2001;monday
9071;DE MADRUGADA;16;7;2012;monday
9072;DE MADRUGADA;16;7;2018;monday
9073;DE MADRUGADA;16;9;2013;monday
9074;DE MADRUGADA;16;10;1995;monday
9075;DE MADRUGADA;16;10;2017;monday
9076;DE MADRUGADA;16;11;2015;monday
9077;DE MADRUGADA;16;12;2013;monday
9078;DE MADRUGADA;17;1;2011;monday
9079;DE MADRUGADA;17;2;2014;monday
9080;DE MADRUGADA;17;3;2014;monday
9081;DE MADRUGADA;17;4;2017;monday
9082;DE MADRUGADA;17;5;2010;monday
9083;DE MADRUGADA;17;6;2013;monday
9084;DE MADRUGADA;17;6;2019;monday
9085;DE MADRUGADA;17;7;2017;monday
9086;DE MADRUGADA;17;8;2015;monday
9087;DE MADRUGADA;17;9;2001;monday
9088;DE MADRUGADA;17;9;2012;monday
9089;DE MADRUGADA;17;9;2018;monday
9090;DE MADRUGADA;17;10;2011;monday
9091;DE MADRUGADA;17;10;2016;monday
9092;DE MADRUGADA;17;11;2014;monday
9093;DE MADRUGADA;17;12;2012;monday
9094;DE MADRUGADA;17;12;2018;monday
9095;DE MADRUGADA;18;1;2010;monday
9096;DE MADRUGADA;18;1;2016;monday
9097;DE MADRUGADA;18;2;2013;monday
9098;DE MADRUGADA;18;2;2019;monday
9099;DE MADRUGADA;18;3;2013;monday
9100;DE MADRUGADA;18;3;2019;monday
9101;DE MADRUGADA;18;4;2011;monday
9102;DE MADRUGADA;18;4;2016;monday
9103;DE MADRUGADA;18;5;2015;monday
9104;DE MADRUGADA;18;6;2001;monday
9105;DE MADRUGADA;18;6;2012;monday
9106;DE MADRUGADA;18;6;2018;monday
9107;DE MADRUGADA;18;7;2011;monday
9108;DE MADRUGADA;18;7;2016;monday
9109;DE MADRUGADA;18;8;2014;monday
9110;DE MADRUGADA;18;9;2017;monday
9111;DE MADRUGADA;18;11;2013;monday
9112;DE MADRUGADA;18;12;2000;monday
9113;DE MADRUGADA;18;12;2017;monday
9114;DE MADRUGADA;19;1;2015;monday
9115;DE MADRUGADA;19;2;2018;monday
9116;DE MADRUGADA;19;3;2012;monday
9117;DE MADRUGADA;19;3;2018;monday
9118;DE MADRUGADA;19;5;2014;monday
9119;DE MADRUGADA;19;6;1916;monday
9120;DE MADRUGADA;19;6;2017;monday
9121;DE MADRUGADA;19;8;2013;monday
9122;DE MADRUGADA;19;9;2011;monday
9123;DE MADRUGADA;19;9;2016;monday
9124;DE MADRUGADA;19;10;2015;monday
9125;DE MADRUGADA;19;11;2012;monday
9126;DE MADRUGADA;19;11;2018;monday
9127;DE MADRUGADA;19;12;2011;monday
9128;DE MADRUGADA;19;12;2016;monday
9129;DE MADRUGADA;20;1;1930;monday
9130;DE MADRUGADA;20;1;2014;monday
9131;DE MADRUGADA;20;2;2012;monday
9132;DE MADRUGADA;20;2;2017;monday
9133;DE MADRUGADA;20;3;2017;monday
9134;DE MADRUGADA;20;4;2015;monday
9135;DE MADRUGADA;20;5;2013;monday
9136;DE MADRUGADA;20;5;2019;monday
9137;DE MADRUGADA;20;6;2011;monday
9138;DE MADRUGADA;20;6;2016;monday
9139;DE MADRUGADA;20;7;2015;monday
9140;DE MADRUGADA;20;8;2001;monday
9141;DE MADRUGADA;20;8;2012;monday
9142;DE MADRUGADA;20;8;2018;monday
9143;DE MADRUGADA;20;10;2014;monday
9144;DE MADRUGADA;20;11;2017;monday
9145;DE MADRUGADA;20;12;2010;monday
9146;DE MADRUGADA;21;1;2013;monday
9147;DE MADRUGADA;21;1;2019;monday
9148;DE MADRUGADA;21;2;2011;monday
9149;DE MADRUGADA;21;3;2011;monday
9150;DE MADRUGADA;21;3;2016;monday
9151;DE MADRUGADA;21;4;2014;monday
9152;DE MADRUGADA;21;5;2012;monday
9153;DE MADRUGADA;21;5;2018;monday
9154;DE MADRUGADA;21;7;2014;monday
9155;DE MADRUGADA;21;8;2017;monday
9156;DE MADRUGADA;21;9;2015;monday
9157;DE MADRUGADA;21;10;2013;monday
9158;DE MADRUGADA;21;11;2011;monday
9159;DE MADRUGADA;21;11;2016;monday
9160;DE MADRUGADA;21;12;2015;monday
9161;DE MADRUGADA;22;1;2018;monday
9162;DE MADRUGADA;22;2;2016;monday
9163;DE MADRUGADA;22;4;2013;monday
9164;DE MADRUGADA;22;4;2019;monday
9165;DE MADRUGADA;22;5;2017;monday
9166;DE MADRUGADA;22;6;2015;monday
9167;DE MADRUGADA;22;7;2013;monday
9168;DE MADRUGADA;22;7;2019;monday
9169;DE MADRUGADA;22;8;2011;monday
9170;DE MADRUGADA;22;8;2016;monday
9171;DE MADRUGADA;22;9;2014;monday
9172;DE MADRUGADA;22;10;2012;monday
9173;DE MADRUGADA;22;10;2018;monday
9174;DE MADRUGADA;22;12;2008;monday
9175;DE MADRUGADA;22;12;2014;monday
9176;DE MADRUGADA;23;1;2012;monday
9177;DE MADRUGADA;23;1;2017;monday
9178;DE MADRUGADA;23;2;2015;monday
9179;DE MADRUGADA;23;3;2015;monday
9180;DE MADRUGADA;23;4;2001;monday
9181;DE MADRUGADA;23;4;2012;monday
9182;DE MADRUGADA;23;4;2018;monday
9183;DE MADRUGADA;23;5;2011;monday
9184;DE MADRUGADA;23;5;2016;monday
9185;DE MADRUGADA;23;6;2014;monday
9186;DE MADRUGADA;23;7;2012;monday
9187;DE MADRUGADA;23;7;2018;monday
9188;DE MADRUGADA;23;8;2010;monday
9189;DE MADRUGADA;23;9;2013;monday
9190;DE MADRUGADA;23;10;2017;monday
9191;DE MADRUGADA;23;11;2015;monday
9192;DE MADRUGADA;23;12;2013;monday
9193;DE MADRUGADA;24;1;2011;monday
9194;DE MADRUGADA;24;2;2014;monday
9195;DE MADRUGADA;24;3;1997;monday
9196;DE MADRUGADA;24;3;2014;monday
9197;DE MADRUGADA;24;4;2017;monday
9198;DE MADRUGADA;24;5;2010;monday
9199;DE MADRUGADA;24;6;2013;monday
9200;DE MADRUGADA;24;6;2019;monday
9201;DE MADRUGADA;24;7;2017;monday
9202;DE MADRUGADA;24;8;2015;monday
9203;DE MADRUGADA;24;9;2001;monday
9204;DE MADRUGADA;24;9;2012;monday
9205;DE MADRUGADA;24;9;2018;monday
9206;DE MADRUGADA;24;10;2011;monday
9207;DE MADRUGADA;24;10;2016;monday
9208;DE MADRUGADA;24;11;2014;monday
9209;DE MADRUGADA;24;12;2012;monday
9210;DE MADRUGADA;24;12;2018;monday
9211;DE MADRUGADA;25;1;2010;monday
9212;DE MADRUGADA;25;1;2016;monday
9213;DE MADRUGADA;25;2;2013;monday
9214;DE MADRUGADA;25;2;2019;monday
9215;DE MADRUGADA;25;3;2013;monday
9216;DE MADRUGADA;25;3;2019;monday
9217;DE MADRUGADA;25;4;2011;monday
9218;DE MADRUGADA;25;4;2016;monday
9219;DE MADRUGADA;25;5;2015;monday
9220;DE MADRUGADA;25;6;2001;monday
9221;DE MADRUGADA;25;6;2012;monday
9222;DE MADRUGADA;25;6;2018;monday
9223;DE MADRUGADA;25;7;2011;monday
9224;DE MADRUGADA;25;7;2016;monday
9225;DE MADRUGADA;25;8;2014;monday
9226;DE MADRUGADA;25;9;1989;monday
9227;DE MADRUGADA;25;9;2017;monday
9228;DE MADRUGADA;25;10;2010;monday
9229;DE MADRUGADA;25;11;1991;monday
9230;DE MADRUGADA;25;11;2013;monday
9231;DE MADRUGADA;25;12;2017;monday
9232;DE MADRUGADA;26;1;2015;monday
9233;DE MADRUGADA;26;2;2018;monday
9234;DE MADRUGADA;26;3;2001;monday
9235;DE MADRUGADA;26;3;2012;monday
9236;DE MADRUGADA;26;3;2018;monday
9237;DE MADRUGADA;26;5;2014;monday
9238;DE MADRUGADA;26;6;2017;monday
9239;DE MADRUGADA;26;7;2010;monday
9240;DE MADRUGADA;26;8;2013;monday
9241;DE MADRUGADA;26;9;2011;monday
9242;DE MADRUGADA;26;9;2016;monday
9243;DE MADRUGADA;26;10;2009;monday
9244;DE MADRUGADA;26;10;2015;monday
9245;DE MADRUGADA;26;11;2012;monday
9246;DE MADRUGADA;26;11;2018;monday
9247;DE MADRUGADA;26;12;2011;monday
9248;DE MADRUGADA;26;12;2016;monday
9249;DE MADRUGADA;27;1;2014;monday
9250;DE MADRUGADA;27;2;2012;monday
9251;DE MADRUGADA;27;2;2017;monday
9252;DE MADRUGADA;27;3;2017;monday
9253;DE MADRUGADA;27;4;1964;monday
9254;DE MADRUGADA;27;4;2015;monday
9255;DE MADRUGADA;27;5;2013;monday
9256;DE MADRUGADA;27;5;2019;monday
9257;DE MADRUGADA;27;6;2011;monday
9258;DE MADRUGADA;27;6;2016;monday
9259;DE MADRUGADA;27;7;1981;monday
9260;DE MADRUGADA;27;7;2015;monday
9261;DE MADRUGADA;27;8;2001;monday
9262;DE MADRUGADA;27;8;2012;monday
9263;DE MADRUGADA;27;8;2018;monday
9264;DE MADRUGADA;27;10;1913;monday
9265;DE MADRUGADA;27;10;2014;monday
9266;DE MADRUGADA;27;11;2006;monday
9267;DE MADRUGADA;27;11;2017;monday
9268;DE MADRUGADA;27;12;2010;monday
9269;DE MADRUGADA;28;1;2013;monday
9270;DE MADRUGADA;28;1;2019;monday
9271;DE MADRUGADA;28;2;2011;monday
9272;DE MADRUGADA;28;3;2011;monday
9273;DE MADRUGADA;28;3;2016;monday
9274;DE MADRUGADA;28;4;2014;monday
9275;DE MADRUGADA;28;5;2012;monday
9276;DE MADRUGADA;28;5;2018;monday
9277;DE MADRUGADA;28;7;1997;monday
9278;DE MADRUGADA;28;7;2014;monday
9279;DE MADRUGADA;28;8;2017;monday
9280;DE MADRUGADA;28;9;1981;monday
9281;DE MADRUGADA;28;9;2015;monday
9282;DE MADRUGADA;28;10;1974;monday
9283;DE MADRUGADA;28;10;2013;monday
9284;DE MADRUGADA;28;11;2011;monday
9285;DE MADRUGADA;28;11;2016;monday
9286;DE MADRUGADA;28;12;2015;monday
9287;DE MADRUGADA;29;1;2018;monday
9288;DE MADRUGADA;29;2;2016;monday
9289;DE MADRUGADA;29;4;2013;monday
9290;DE MADRUGADA;29;4;2019;monday
9291;DE MADRUGADA;29;5;2017;monday
9292;DE MADRUGADA;29;6;1981;monday
9293;DE MADRUGADA;29;6;2015;monday
9294;DE MADRUGADA;29;7;2013;monday
9295;DE MADRUGADA;29;7;2019;monday
9296;DE MADRUGADA;29;8;2011;monday
9297;DE MADRUGADA;29;8;2016;monday
9298;DE MADRUGADA;29;9;2014;monday
9299;DE MADRUGADA;29;10;1917;monday
9300;DE MADRUGADA;29;10;2012;monday
9301;DE MADRUGADA;29;10;2018;monday
9302;DE MADRUGADA;29;12;2014;monday
9303;DE MADRUGADA;30;1;2012;monday
9304;DE MADRUGADA;30;1;2017;monday
9305;DE MADRUGADA;30;3;2015;monday
9306;DE MADRUGADA;30;4;2012;monday
9307;DE MADRUGADA;30;4;2018;monday
9308;DE MADRUGADA;30;5;2011;monday
9309;DE MADRUGADA;30;5;2016;monday
9310;DE MADRUGADA;30;6;2014;monday
9311;DE MADRUGADA;30;7;2012;monday
9312;DE MADRUGADA;30;7;2018;monday
9313;DE MADRUGADA;30;9;2013;monday
9314;DE MADRUGADA;30;10;2017;monday
9315;DE MADRUGADA;30;11;2009;monday
9316;DE MADRUGADA;30;11;2015;monday
9317;DE MADRUGADA;30;12;2013;monday
9318;DE MADRUGADA;31;1;2011;monday
9319;DE MADRUGADA;31;3;2014;monday
9320;DE MADRUGADA;31;5;2010;monday
9321;DE MADRUGADA;31;7;2017;monday
9322;DE MADRUGADA;31;8;1981;monday
9323;DE MADRUGADA;31;8;2015;monday
9324;DE MADRUGADA;31;10;1988;monday
9325;DE MADRUGADA;31;10;2011;monday
9326;DE MADRUGADA;31;10;2016;monday
9327;DE MADRUGADA;31;12;2012;monday
9328;DE MADRUGADA;31;12;2018;monday
9329;DE MADRUGADA;1;1;2011;saturday
9330;DE MADRUGADA;1;2;2014;saturday
9331;DE MADRUGADA;1;3;2014;saturday
9332;DE MADRUGADA;1;4;2017;saturday
9333;DE MADRUGADA;1;5;2010;saturday
9334;DE MADRUGADA;1;6;2013;saturday
9335;DE MADRUGADA;1;6;2019;saturday
9336;DE MADRUGADA;1;7;2017;saturday
9337;DE MADRUGADA;1;8;2015;saturday
9338;DE MADRUGADA;1;9;2001;saturday
9339;DE MADRUGADA;1;9;2012;saturday
9340;DE MADRUGADA;1;9;2018;saturday
9341;DE MADRUGADA;1;10;2011;saturday
9342;DE MADRUGADA;1;10;2016;saturday
9343;DE MADRUGADA;1;11;2014;saturday
9344;DE MADRUGADA;1;12;2012;saturday
9345;DE MADRUGADA;1;12;2018;saturday
9346;DE MADRUGADA;2;1;2010;saturday
9347;DE MADRUGADA;2;1;2016;saturday
9348;DE MADRUGADA;2;2;2013;saturday
9349;DE MADRUGADA;2;2;2019;saturday
9350;DE MADRUGADA;2;3;2013;saturday
9351;DE MADRUGADA;2;3;2019;saturday
9352;DE MADRUGADA;2;4;2011;saturday
